ag,31.18310208096566,0,31.18310208096566
agc,57.489337150191076,0,57.489337150191076
agck,105.11842125556828,0,105.11842125556828
agckh,120.48633555212297,0,120.48633555212297
agckhj,137.90873659365297,0,137.90873659365297
agckhjf,156.97284791103078,0,156.97284791103078
agckhjfd,201.84693650717307,0,201.84693650717307
agckhjfdb,224.87580850915165,0,224.87580850915165
agckhjfdbe,253.31239951938073,0,253.31239951938073
agckhjfdbei,271.87087693249373,0,271.87087693249373
agckhjfdbeia,388.91802906651793,0,388.91802906651793
