a,0.0,237.62044378743485,237.62044378743485
ag,31.18310208096566,237.62044378743485,268.80354586840053
ac,51.29199302956523,237.62044378743485,288.91243681700007
acg,77.59822809879066,211.31420871820944,288.91243681700007
ah,55.62425425902921,237.62044378743485,293.24469804646407
aj,58.91061268818898,237.62044378743485,296.5310564756238
ak,62.42649926729898,237.62044378743485,300.04694305473384
agc,57.489337150191076,242.9245178249962,300.4138549751873
akh,77.79441356385367,225.5881024630159,303.38251602686955
agck,105.11842125556828,199.62769494908298,304.74611620465123
af,67.91902126179036,237.62044378743485,305.5394650492252
afj,86.98313257916818,218.55633247005704,305.5394650492252
afjh,104.4055336206982,201.13393142852703,305.5394650492252
afjhk,119.77344791725288,185.803397982737,305.5768458999899
ahk,70.9921685555839,236.10594994974466,307.09811850532856
agckh,120.48633555212297,187.59535362466403,308.081689176787
ahj,73.04665530055922,236.10594994974466,309.15260525030385
akb,84.55157287656957,225.5881024630159,310.13967533958544
ack,98.92107713494244,211.31420871820944,310.2352858531519
agh,67.31076802815568,242.9245178249962,310.2352858531519
agk,67.34814887892036,242.9245178249962,310.27266670391657
akd,86.46305263779652,225.5881024630159,312.0511551008124
agch,112.47155507341736,199.62769494908298,312.0992500225003
acgh,113.72589404598067,199.62769494908298,313.35358899506366
acgk,113.76327489674534,199.62769494908298,313.3909698458283
ackh,114.28899143149712,199.2818673937905,313.5708588252876
ajh,76.33301372971899,237.61918941247262,313.9522031421916
agckb,127.24349486483887,187.59535362466403,314.8388484895029
ajf,77.9747240055668,237.61918941247262,315.5939134180394
ajfh,114.45998198951239,201.13393142852703,315.5939134180394
ajfhk,129.82789628606707,185.803397982737,315.6312942688041
afjhd,129.86618020210452,185.803397982737,315.6695781848415
afjhdb,152.8950522040831,162.77452598075843,315.6695781848415
afjhdk,153.90273357260207,162.77452598075843,316.6772595533605
acgkh,129.13118919330003,187.59535362466403,316.72654281796406
agckd,129.15497462606584,187.59535362466403,316.75032825072986
agcb,117.20567921259615,199.62769494908298,316.8333741616791
agckhj,137.90873659365297,179.23710508051727,317.14584167417024
akbd,107.58044487854815,209.5975231450724,317.17796802362056
ahd,81.08490084043552,236.10594994974466,317.1908507901802
ach,106.27421095279152,211.31420871820944,317.58841967100096
ahdb,104.11377284241411,214.05485476673977,318.1686276091539
ad,81.04832593814159,237.62044378743485,318.66876972557645
adb,104.07719794012016,214.59157178545627,318.66876972557645
ahkb,93.11724216485449,225.84072654548038,318.95796871033485
ahdk,105.12145421093307,214.05485476673977,319.1763089776728
afjd,118.22157322879801,201.13393142852703,319.355504657325
afjdb,141.2504452307766,178.10505942654845,319.355504657325
adk,105.08487930863913,214.59157178545627,319.6764510940954
akj,94.64271673590252,225.5881024630159,320.2308191989184
ackb,121.04615074421302,199.2818673937905,320.32801813800353
afjk,119.19935004777173,201.13393142852703,320.3332814762988
afjdk,142.25812659929557,178.10505942654845,320.363186025844
ahkd,95.02872192608145,225.84072654548038,320.86944847156184
agkh,82.71606317547504,238.24531031842633,320.96137349390136
akhj,95.21681460538368,225.84072654548038,321.05754115086404
adh,106.50897251954791,214.59157178545627,321.1005443050042
akdb,109.4919246397751,212.03804807953526,321.52997271931036
ab,84.06993857105513,237.62044378743485,321.69038235848996
afjdh,143.68221981020432,178.10505942654845,321.78727923675274
afjdhk,159.050134106759,162.77452598075843,321.82466008751743
agckbd,150.27236686681744,171.60477430672057,321.877141173538
agj,79.20799908392667,242.9245178249962,322.13251690892287
ackd,122.95763050543998,199.2818673937905,322.23949789923046
acb,111.00833509197031,211.31420871820944,322.32254381017975
ajhk,91.70092802627367,230.6774865788793,322.37841460515295
akbe,112.98816388679865,209.5975231450724,322.58568703187103
ahjf,92.11076661793705,230.6774865788793,322.78825319681636
ahjfd,136.98485521407932,185.803397982737,322.7882531968163
ahjfdb,160.0137272160579,162.77452598075843,322.7882531968163
afh,104.40427924573595,218.55633247005704,322.960611715793
acgkb,135.88834850601592,187.59535362466403,323.48370213067994
afjkh,134.56726434432642,189.10159010410808,323.6688544484345
ahjfdk,161.02140858457688,162.77452598075843,323.7959345653353
akdh,111.92369921920285,212.03804807953526,323.9617472987381
ajfd,122.84881260170908,201.13393142852703,323.9827440302361
ajfdb,145.87768460368767,178.10505942654845,323.9827440302361
aghk,82.67868232471037,241.3726431365413,324.0513254612517
akg,98.59154606525368,225.5881024630159,324.1796485282696
agcbk,139.33075282186672,185.54859539236645,324.8793482142332
agckj,137.3346387241718,187.59535362466403,324.92999234883587
ajfdk,146.88536597220664,178.10505942654845,324.99042539875506
afjhb,139.34499782060246,185.803397982737,325.14839580333944
agckhd,145.94698213352927,179.23710508051727,325.18408721404654
acgj,125.62312510175167,199.62769494908298,325.25082005083465
afjhkb,141.89852152652347,183.3637403636668,325.2622618901903
acgkd,137.7998282672429,187.59535362466403,325.39518189190693
ajfhd,139.9206285709187,185.803397982737,325.7240265536557
ajfhdb,162.94950057289728,162.77452598075843,325.7240265536557
agcbd,140.23455121457474,185.54859539236645,325.78314660694116
acgkhj,146.55359023483004,179.23710508051727,325.7906953153473
